guid,input,output,input_label,output_label
00347,8.0,8.0,SPA,SPA
05379,10.0,10.0,TUR,TUR
09515,8.0,8.0,SPA,SPA
10354,5.0,5.0,ITA,ITA
09176,8.0,8.0,SPA,SPA
02248,6.0,6.0,JPN,JPN
13121,2.0,2.0,FRE,FRE
10744,7.0,7.0,KOR,KOR
10016,1.0,1.0,CHI,CHI
05026,1.0,7.0,CHI,KOR
08163,9.0,4.0,TEL,HIN
06141,5.0,5.0,ITA,ITA
10109,7.0,7.0,KOR,KOR
00379,9.0,4.0,TEL,HIN
00881,6.0,6.0,JPN,JPN
09044,1.0,1.0,CHI,CHI
06208,2.0,3.0,FRE,GER
02031,10.0,10.0,TUR,TUR
06299,5.0,5.0,ITA,ITA
10282,0.0,0.0,ARA,ARA
03324,10.0,10.0,TUR,TUR
03144,9.0,9.0,TEL,TEL
13021,1.0,1.0,CHI,CHI
09949,4.0,9.0,HIN,TEL
11403,10.0,10.0,TUR,TUR
11620,9.0,9.0,TEL,TEL
01853,3.0,10.0,GER,TUR
04649,7.0,7.0,KOR,KOR
10092,10.0,7.0,TUR,KOR
10835,8.0,5.0,SPA,ITA
01830,3.0,3.0,GER,GER
06908,3.0,3.0,GER,GER
03290,6.0,6.0,JPN,JPN
06150,1.0,1.0,CHI,CHI
01195,2.0,5.0,FRE,ITA
02718,8.0,8.0,SPA,SPA
13119,6.0,10.0,JPN,TUR
04877,10.0,0.0,TUR,ARA
04806,2.0,2.0,FRE,FRE
05681,8.0,8.0,SPA,SPA
07398,5.0,5.0,ITA,ITA
04159,10.0,10.0,TUR,TUR
13123,7.0,7.0,KOR,KOR
11988,6.0,6.0,JPN,JPN
07260,9.0,9.0,TEL,TEL
09425,4.0,3.0,HIN,GER
02412,2.0,2.0,FRE,FRE
10620,0.0,0.0,ARA,ARA
01709,3.0,3.0,GER,GER
01092,2.0,2.0,FRE,FRE
08966,5.0,0.0,ITA,ARA
10351,0.0,0.0,ARA,ARA
00458,10.0,10.0,TUR,TUR
06132,9.0,4.0,TEL,HIN
06791,0.0,8.0,ARA,SPA
05989,0.0,0.0,ARA,ARA
05181,4.0,4.0,HIN,HIN
03367,9.0,9.0,TEL,TEL
12129,9.0,9.0,TEL,TEL
01373,7.0,6.0,KOR,JPN
06585,4.0,0.0,HIN,ARA
08254,10.0,10.0,TUR,TUR
09623,5.0,5.0,ITA,ITA
06167,8.0,8.0,SPA,SPA
08481,5.0,5.0,ITA,ITA
03096,10.0,10.0,TUR,TUR
04839,8.0,8.0,SPA,SPA
06600,3.0,3.0,GER,GER
05904,6.0,6.0,JPN,JPN
10771,2.0,2.0,FRE,FRE
06597,8.0,3.0,SPA,GER
04424,6.0,6.0,JPN,JPN
10365,3.0,3.0,GER,GER
02945,6.0,6.0,JPN,JPN
10397,8.0,8.0,SPA,SPA
09219,5.0,5.0,ITA,ITA
08485,3.0,2.0,GER,FRE
03937,2.0,5.0,FRE,ITA
04622,4.0,4.0,HIN,HIN
07561,0.0,0.0,ARA,ARA
02513,7.0,7.0,KOR,KOR
08178,0.0,4.0,ARA,HIN
09625,9.0,4.0,TEL,HIN
11969,0.0,0.0,ARA,ARA
09956,1.0,1.0,CHI,CHI
05709,0.0,0.0,ARA,ARA
12267,7.0,7.0,KOR,KOR
02565,5.0,5.0,ITA,ITA
11736,0.0,0.0,ARA,ARA
05491,3.0,3.0,GER,GER
11012,3.0,2.0,GER,FRE
13130,3.0,3.0,GER,GER
08793,1.0,1.0,CHI,CHI
08818,8.0,7.0,SPA,KOR
09568,2.0,2.0,FRE,FRE
10129,10.0,10.0,TUR,TUR
06550,2.0,2.0,FRE,FRE
06872,3.0,3.0,GER,GER
07444,9.0,9.0,TEL,TEL
11297,4.0,4.0,HIN,HIN
06561,4.0,9.0,HIN,TEL
00085,3.0,3.0,GER,GER
06769,0.0,0.0,ARA,ARA
10937,0.0,0.0,ARA,ARA
10112,3.0,2.0,GER,FRE
06587,3.0,3.0,GER,GER
03614,2.0,2.0,FRE,FRE
01787,6.0,6.0,JPN,JPN
04700,2.0,2.0,FRE,FRE
09904,6.0,6.0,JPN,JPN
12063,9.0,4.0,TEL,HIN
09635,3.0,3.0,GER,GER
03448,8.0,0.0,SPA,ARA
06219,1.0,7.0,CHI,KOR
04626,5.0,5.0,ITA,ITA
08645,7.0,7.0,KOR,KOR
01254,7.0,7.0,KOR,KOR
09449,9.0,9.0,TEL,TEL
10851,4.0,4.0,HIN,HIN
11922,4.0,9.0,HIN,TEL
12657,7.0,7.0,KOR,KOR
07778,8.0,8.0,SPA,SPA
06821,4.0,4.0,HIN,HIN
05291,6.0,6.0,JPN,JPN
02123,3.0,3.0,GER,GER
12982,4.0,9.0,HIN,TEL
01996,2.0,10.0,FRE,TUR
03759,8.0,8.0,SPA,SPA
09965,1.0,1.0,CHI,CHI
11218,4.0,0.0,HIN,ARA
12061,2.0,8.0,FRE,SPA
09763,0.0,0.0,ARA,ARA
13114,8.0,8.0,SPA,SPA
04361,0.0,0.0,ARA,ARA
13162,2.0,2.0,FRE,FRE
12574,5.0,5.0,ITA,ITA
12010,7.0,6.0,KOR,JPN
08829,7.0,7.0,KOR,KOR
04627,8.0,8.0,SPA,SPA
01175,0.0,0.0,ARA,ARA
01263,2.0,2.0,FRE,FRE
04300,7.0,7.0,KOR,KOR
11998,4.0,4.0,HIN,HIN
06679,7.0,7.0,KOR,KOR
08531,0.0,0.0,ARA,ARA
05729,5.0,5.0,ITA,ITA
09485,10.0,10.0,TUR,TUR
12588,1.0,1.0,CHI,CHI
08191,9.0,9.0,TEL,TEL
11791,5.0,5.0,ITA,ITA
03760,3.0,3.0,GER,GER
01623,4.0,4.0,HIN,HIN
10405,4.0,4.0,HIN,HIN
12757,0.0,0.0,ARA,ARA
01687,3.0,3.0,GER,GER
02990,1.0,1.0,CHI,CHI
03713,6.0,6.0,JPN,JPN
00041,9.0,4.0,TEL,HIN
02830,2.0,2.0,FRE,FRE
05276,9.0,9.0,TEL,TEL
05618,8.0,8.0,SPA,SPA
05329,3.0,3.0,GER,GER
04264,7.0,4.0,KOR,HIN
06382,4.0,9.0,HIN,TEL
07550,3.0,3.0,GER,GER
07173,5.0,5.0,ITA,ITA
03796,8.0,0.0,SPA,ARA
00144,7.0,7.0,KOR,KOR
07634,1.0,1.0,CHI,CHI
10738,10.0,3.0,TUR,GER
12011,4.0,8.0,HIN,SPA
11870,3.0,3.0,GER,GER
09698,3.0,2.0,GER,FRE
08281,9.0,9.0,TEL,TEL
01508,6.0,6.0,JPN,JPN
02061,10.0,10.0,TUR,TUR
02175,3.0,3.0,GER,GER
02232,4.0,4.0,HIN,HIN
11578,6.0,6.0,JPN,JPN
06777,5.0,5.0,ITA,ITA
12312,6.0,1.0,JPN,CHI
02037,1.0,1.0,CHI,CHI
07058,8.0,8.0,SPA,SPA
08150,6.0,6.0,JPN,JPN
13097,6.0,6.0,JPN,JPN
08671,8.0,3.0,SPA,GER
12470,7.0,7.0,KOR,KOR
01793,9.0,4.0,TEL,HIN
00155,8.0,8.0,SPA,SPA
06034,4.0,4.0,HIN,HIN
06756,5.0,5.0,ITA,ITA
05373,2.0,2.0,FRE,FRE
05793,2.0,5.0,FRE,ITA
05513,3.0,3.0,GER,GER
05234,3.0,3.0,GER,GER
04885,1.0,1.0,CHI,CHI
05176,4.0,4.0,HIN,HIN
09730,4.0,4.0,HIN,HIN
04823,5.0,10.0,ITA,TUR
11882,3.0,3.0,GER,GER
02550,1.0,10.0,CHI,TUR
02185,7.0,7.0,KOR,KOR
08087,6.0,6.0,JPN,JPN
07993,9.0,9.0,TEL,TEL
00290,4.0,4.0,HIN,HIN
03924,5.0,5.0,ITA,ITA
01858,7.0,1.0,KOR,CHI
11991,2.0,2.0,FRE,FRE
04480,9.0,9.0,TEL,TEL
01283,4.0,4.0,HIN,HIN
01527,5.0,5.0,ITA,ITA
12678,0.0,0.0,ARA,ARA
10667,6.0,6.0,JPN,JPN
03224,9.0,1.0,TEL,CHI
12958,0.0,0.0,ARA,ARA
06169,0.0,8.0,ARA,SPA
01141,5.0,5.0,ITA,ITA
08025,1.0,1.0,CHI,CHI
05749,1.0,7.0,CHI,KOR
06415,9.0,9.0,TEL,TEL
06211,10.0,10.0,TUR,TUR
09059,0.0,0.0,ARA,ARA
05726,6.0,6.0,JPN,JPN
07153,5.0,5.0,ITA,ITA
00823,4.0,4.0,HIN,HIN
01691,4.0,4.0,HIN,HIN
04078,9.0,9.0,TEL,TEL
12200,0.0,8.0,ARA,SPA
05520,1.0,1.0,CHI,CHI
02147,7.0,6.0,KOR,JPN
07334,5.0,5.0,ITA,ITA
05998,6.0,6.0,JPN,JPN
04993,4.0,4.0,HIN,HIN
06205,3.0,3.0,GER,GER
09141,8.0,4.0,SPA,HIN
10554,10.0,10.0,TUR,TUR
01878,9.0,4.0,TEL,HIN
05201,10.0,0.0,TUR,ARA
00517,4.0,9.0,HIN,TEL
01189,4.0,4.0,HIN,HIN
02366,5.0,8.0,ITA,SPA
04862,10.0,10.0,TUR,TUR
10686,7.0,7.0,KOR,KOR
04830,6.0,6.0,JPN,JPN
03433,7.0,6.0,KOR,JPN
11451,5.0,8.0,ITA,SPA
10899,2.0,2.0,FRE,FRE
05076,8.0,8.0,SPA,SPA
06364,0.0,0.0,ARA,ARA
04334,7.0,7.0,KOR,KOR
04145,6.0,6.0,JPN,JPN
06848,1.0,6.0,CHI,JPN
08809,0.0,0.0,ARA,ARA
12067,1.0,1.0,CHI,CHI
01509,3.0,3.0,GER,GER
13150,5.0,2.0,ITA,FRE
07764,7.0,6.0,KOR,JPN
03568,1.0,7.0,CHI,KOR
06076,1.0,1.0,CHI,CHI
06892,8.0,3.0,SPA,GER
03987,3.0,3.0,GER,GER
10021,1.0,1.0,CHI,CHI
03395,6.0,6.0,JPN,JPN
08735,2.0,2.0,FRE,FRE
09191,10.0,10.0,TUR,TUR
03339,0.0,5.0,ARA,ITA
12172,0.0,7.0,ARA,KOR
01990,3.0,5.0,GER,ITA
07964,10.0,0.0,TUR,ARA
00303,6.0,7.0,JPN,KOR
10594,8.0,5.0,SPA,ITA
08603,5.0,5.0,ITA,ITA
07383,2.0,2.0,FRE,FRE
04184,10.0,10.0,TUR,TUR
03688,6.0,6.0,JPN,JPN
03910,7.0,7.0,KOR,KOR
00798,2.0,2.0,FRE,FRE
04104,10.0,6.0,TUR,JPN
08006,1.0,6.0,CHI,JPN
09270,4.0,4.0,HIN,HIN
08884,8.0,8.0,SPA,SPA
05072,2.0,2.0,FRE,FRE
12652,8.0,8.0,SPA,SPA
09595,1.0,7.0,CHI,KOR
05275,1.0,0.0,CHI,ARA
09759,3.0,3.0,GER,GER
08675,3.0,8.0,GER,SPA
02532,3.0,3.0,GER,GER
08804,2.0,2.0,FRE,FRE
06452,1.0,1.0,CHI,CHI
11284,7.0,6.0,KOR,JPN
08706,9.0,9.0,TEL,TEL
00074,9.0,4.0,TEL,HIN
08391,2.0,2.0,FRE,FRE
10358,6.0,6.0,JPN,JPN
08347,0.0,0.0,ARA,ARA
11064,3.0,2.0,GER,FRE
05252,4.0,4.0,HIN,HIN
10394,3.0,3.0,GER,GER
10489,1.0,6.0,CHI,JPN
00772,9.0,0.0,TEL,ARA
08217,8.0,8.0,SPA,SPA
01636,2.0,2.0,FRE,FRE
11485,9.0,9.0,TEL,TEL
03607,2.0,8.0,FRE,SPA
07899,7.0,7.0,KOR,KOR
05966,8.0,8.0,SPA,SPA
08434,2.0,10.0,FRE,TUR
01084,4.0,4.0,HIN,HIN
03365,6.0,6.0,JPN,JPN
12975,7.0,7.0,KOR,KOR
03201,4.0,4.0,HIN,HIN
11008,7.0,6.0,KOR,JPN
03506,4.0,0.0,HIN,ARA
07064,2.0,0.0,FRE,ARA
11885,1.0,1.0,CHI,CHI
03399,3.0,3.0,GER,GER
04084,3.0,3.0,GER,GER
07984,8.0,0.0,SPA,ARA
05871,0.0,2.0,ARA,FRE
01386,5.0,5.0,ITA,ITA
00301,8.0,8.0,SPA,SPA
07816,5.0,8.0,ITA,SPA
11198,10.0,1.0,TUR,CHI
06409,8.0,8.0,SPA,SPA
07994,7.0,6.0,KOR,JPN
09721,2.0,2.0,FRE,FRE
03099,5.0,5.0,ITA,ITA
01169,10.0,10.0,TUR,TUR
03289,1.0,6.0,CHI,JPN
02633,4.0,4.0,HIN,HIN
09105,5.0,5.0,ITA,ITA
07462,2.0,2.0,FRE,FRE
07390,4.0,4.0,HIN,HIN
12270,4.0,9.0,HIN,TEL
09981,9.0,9.0,TEL,TEL
07762,7.0,7.0,KOR,KOR
01615,1.0,1.0,CHI,CHI
09066,6.0,8.0,JPN,SPA
08880,10.0,10.0,TUR,TUR
03456,5.0,5.0,ITA,ITA
07274,1.0,7.0,CHI,KOR
04624,2.0,2.0,FRE,FRE
06665,5.0,5.0,ITA,ITA
04685,5.0,5.0,ITA,ITA
00676,7.0,7.0,KOR,KOR
06882,9.0,4.0,TEL,HIN
05117,8.0,8.0,SPA,SPA
12551,6.0,6.0,JPN,JPN
05539,5.0,5.0,ITA,ITA
08938,8.0,8.0,SPA,SPA
02369,1.0,10.0,CHI,TUR
11628,0.0,0.0,ARA,ARA
00996,7.0,7.0,KOR,KOR
09367,2.0,0.0,FRE,ARA
00352,2.0,2.0,FRE,FRE
04770,2.0,2.0,FRE,FRE
01720,4.0,9.0,HIN,TEL
08683,0.0,0.0,ARA,ARA
07846,8.0,8.0,SPA,SPA
02077,4.0,9.0,HIN,TEL
08289,7.0,7.0,KOR,KOR
09872,2.0,5.0,FRE,ITA
03812,5.0,2.0,ITA,FRE
13104,3.0,3.0,GER,GER
08866,9.0,9.0,TEL,TEL
01827,1.0,6.0,CHI,JPN
07010,8.0,10.0,SPA,TUR
06870,7.0,7.0,KOR,KOR
05228,1.0,1.0,CHI,CHI
02002,8.0,0.0,SPA,ARA
11462,4.0,4.0,HIN,HIN
08011,9.0,9.0,TEL,TEL
05960,3.0,3.0,GER,GER
03921,10.0,3.0,TUR,GER
11258,4.0,4.0,HIN,HIN
12043,2.0,8.0,FRE,SPA
10736,2.0,6.0,FRE,JPN
06089,3.0,3.0,GER,GER
05555,2.0,2.0,FRE,FRE
02059,0.0,0.0,ARA,ARA
06348,2.0,2.0,FRE,FRE
10855,4.0,4.0,HIN,HIN
09366,9.0,9.0,TEL,TEL
11122,1.0,7.0,CHI,KOR
09998,7.0,6.0,KOR,JPN
02114,3.0,3.0,GER,GER
08816,0.0,0.0,ARA,ARA
06067,7.0,0.0,KOR,ARA
10864,2.0,2.0,FRE,FRE
11927,5.0,5.0,ITA,ITA
10995,2.0,10.0,FRE,TUR
10869,8.0,8.0,SPA,SPA
05849,10.0,10.0,TUR,TUR
05353,6.0,6.0,JPN,JPN
06204,10.0,10.0,TUR,TUR
02374,6.0,6.0,JPN,JPN
00432,2.0,6.0,FRE,JPN
03676,5.0,5.0,ITA,ITA
03943,7.0,7.0,KOR,KOR
03697,1.0,1.0,CHI,CHI
10544,8.0,3.0,SPA,GER
10526,3.0,3.0,GER,GER
04456,0.0,0.0,ARA,ARA
11328,10.0,10.0,TUR,TUR
00145,9.0,9.0,TEL,TEL
13161,6.0,6.0,JPN,JPN
02082,7.0,7.0,KOR,KOR
04384,1.0,1.0,CHI,CHI
09019,5.0,5.0,ITA,ITA
03573,2.0,2.0,FRE,FRE
12742,9.0,9.0,TEL,TEL
10448,5.0,5.0,ITA,ITA
06552,3.0,3.0,GER,GER
00491,5.0,5.0,ITA,ITA
10134,1.0,1.0,CHI,CHI
08242,1.0,1.0,CHI,CHI
03838,2.0,2.0,FRE,FRE
08438,2.0,5.0,FRE,ITA
03271,8.0,8.0,SPA,SPA
12251,10.0,10.0,TUR,TUR
03018,3.0,3.0,GER,GER
03957,8.0,0.0,SPA,ARA
08480,5.0,5.0,ITA,ITA
12771,7.0,1.0,KOR,CHI
06834,5.0,5.0,ITA,ITA
04581,0.0,0.0,ARA,ARA
00451,6.0,6.0,JPN,JPN
00017,10.0,10.0,TUR,TUR
13125,4.0,4.0,HIN,HIN
00784,9.0,9.0,TEL,TEL
01544,10.0,0.0,TUR,ARA
07639,4.0,4.0,HIN,HIN
03556,8.0,3.0,SPA,GER
01020,4.0,4.0,HIN,HIN
10775,8.0,8.0,SPA,SPA
00715,7.0,7.0,KOR,KOR
13120,1.0,1.0,CHI,CHI
03908,5.0,2.0,ITA,FRE
07540,2.0,2.0,FRE,FRE
00532,7.0,6.0,KOR,JPN
02918,10.0,10.0,TUR,TUR
10742,9.0,9.0,TEL,TEL
08537,9.0,9.0,TEL,TEL
04294,0.0,10.0,ARA,TUR
04858,3.0,3.0,GER,GER
05077,6.0,1.0,JPN,CHI
09961,7.0,7.0,KOR,KOR
00838,7.0,7.0,KOR,KOR
02948,0.0,0.0,ARA,ARA
04837,1.0,0.0,CHI,ARA
04713,9.0,9.0,TEL,TEL
01950,4.0,9.0,HIN,TEL
11761,5.0,5.0,ITA,ITA
12260,0.0,0.0,ARA,ARA
06274,4.0,4.0,HIN,HIN
05081,8.0,10.0,SPA,TUR
09938,9.0,9.0,TEL,TEL
01930,8.0,8.0,SPA,SPA
05192,8.0,8.0,SPA,SPA
08589,4.0,4.0,HIN,HIN
11884,6.0,6.0,JPN,JPN
04729,0.0,0.0,ARA,ARA
10925,9.0,9.0,TEL,TEL
11629,1.0,4.0,CHI,HIN
11521,8.0,8.0,SPA,SPA
06229,5.0,5.0,ITA,ITA
08053,7.0,7.0,KOR,KOR
05949,9.0,9.0,TEL,TEL
02117,4.0,9.0,HIN,TEL
01448,9.0,4.0,TEL,HIN
03371,0.0,0.0,ARA,ARA
05771,3.0,3.0,GER,GER
12427,8.0,8.0,SPA,SPA
09692,7.0,7.0,KOR,KOR
09782,3.0,3.0,GER,GER
06944,4.0,4.0,HIN,HIN
04795,10.0,6.0,TUR,JPN
00123,6.0,6.0,JPN,JPN
07106,0.0,0.0,ARA,ARA
05444,3.0,3.0,GER,GER
00069,10.0,7.0,TUR,KOR
10207,5.0,8.0,ITA,SPA
08824,2.0,2.0,FRE,FRE
08749,0.0,5.0,ARA,ITA
03372,5.0,5.0,ITA,ITA
12692,10.0,6.0,TUR,JPN
02321,3.0,3.0,GER,GER
12343,4.0,4.0,HIN,HIN
07264,2.0,5.0,FRE,ITA
07578,0.0,7.0,ARA,KOR
08861,7.0,4.0,KOR,HIN
06051,4.0,4.0,HIN,HIN
08280,8.0,8.0,SPA,SPA
08186,0.0,0.0,ARA,ARA
01142,3.0,2.0,GER,FRE
07867,2.0,3.0,FRE,GER
06988,8.0,5.0,SPA,ITA
09806,1.0,7.0,CHI,KOR
11936,0.0,10.0,ARA,TUR
04851,1.0,7.0,CHI,KOR
00178,9.0,4.0,TEL,HIN
02664,8.0,8.0,SPA,SPA
01168,4.0,9.0,HIN,TEL
01415,4.0,4.0,HIN,HIN
10231,3.0,3.0,GER,GER
11171,6.0,6.0,JPN,JPN
00360,7.0,7.0,KOR,KOR
02269,0.0,10.0,ARA,TUR
11034,9.0,9.0,TEL,TEL
07649,0.0,9.0,ARA,TEL
01037,3.0,3.0,GER,GER
05872,10.0,9.0,TUR,TEL
06188,0.0,0.0,ARA,ARA
05646,9.0,9.0,TEL,TEL
02847,5.0,5.0,ITA,ITA
11896,0.0,0.0,ARA,ARA
05968,5.0,5.0,ITA,ITA
11116,4.0,4.0,HIN,HIN
05399,6.0,1.0,JPN,CHI
02067,9.0,9.0,TEL,TEL
12906,2.0,10.0,FRE,TUR
12911,10.0,0.0,TUR,ARA
06097,10.0,7.0,TUR,KOR
09532,7.0,6.0,KOR,JPN
02916,2.0,2.0,FRE,FRE
07373,3.0,3.0,GER,GER
06324,0.0,0.0,ARA,ARA
09435,2.0,2.0,FRE,FRE
07603,7.0,7.0,KOR,KOR
05884,6.0,6.0,JPN,JPN
05685,0.0,0.0,ARA,ARA
03044,8.0,8.0,SPA,SPA
03694,0.0,0.0,ARA,ARA
01056,10.0,10.0,TUR,TUR
00825,8.0,8.0,SPA,SPA
01145,2.0,2.0,FRE,FRE
00965,0.0,0.0,ARA,ARA
08514,1.0,6.0,CHI,JPN
03220,3.0,3.0,GER,GER
04152,10.0,0.0,TUR,ARA
03230,5.0,5.0,ITA,ITA
04965,5.0,5.0,ITA,ITA
05317,9.0,9.0,TEL,TEL
07612,4.0,4.0,HIN,HIN
11868,4.0,4.0,HIN,HIN
00140,10.0,10.0,TUR,TUR
01608,6.0,6.0,JPN,JPN
13152,9.0,4.0,TEL,HIN
09546,4.0,4.0,HIN,HIN
06387,9.0,4.0,TEL,HIN
05943,3.0,3.0,GER,GER
